Employee_ID,Age,Gender,Education,Experience_Years,Department,Job_Level,Performance_Rating,Certifications,Overtime_Hours,Remote_Work,City,Company_Tenure,Projects_Completed,Skill_Score,Annual_Salary_LPA
EMP11155,57,Male,Diploma,25,HR,Lead,3,4,4,No,Chennai,3,9,79,63.73
EMP11156,36,Female,Bachelor,6,IT,Junior,5,5,56,No,Mumbai,2,24,76,45.38
EMP11157,46,Female,PhD,16,Operations,Senior,4,0,51,No,Hyderabad,8,28,82,67.37
EMP11158,30,Male,Master,5,IT,Junior,5,2,23,Yes,Mumbai,5,28,60,43.09
EMP11159,44,Female,Master,23,Marketing,Senior,2,0,27,No,Chennai,10,14,84,62.65
EMP11160,53,Male,Master,22,Sales,Senior,1,9,60,No,Hyderabad,12,9,70,58.64
EMP11161,51,Male,Bachelor,22,Marketing,Senior,3,2,5,No,Hyderabad,7,12,90,60.35
EMP11162,42,Female,Diploma,12,IT,Mid,5,10,10,Yes,Hyderabad,12,9,84,48.79
EMP11163,45,Male,PhD,14,Operations,Mid,2,6,28,No,Chennai,10,25,57,42.44
EMP11164,35,Male,PhD,9,Marketing,Mid,3,9,26,No,Delhi,9,26,70,49.53
EMP11165,49,Male,Diploma,23,IT,Senior,5,9,27,Yes,Hyderabad,7,30,96,71.36
EMP11166,32,Male,PhD,1,Sales,Junior,1,1,25,No,Mumbai,1,27,52,33.75
EMP11167,38,Male,Bachelor,6,Operations,Junior,2,2,33,Yes,Chennai,6,25,84,37.02
EMP11168,56,Male,Diploma,22,Operations,Senior,1,9,40,Yes,Hyderabad,8,14,91,61.32
EMP11169,34,Male,Bachelor,4,HR,Junior,2,4,35,No,Chennai,0,3,71,25.15
EMP11170,52,Male,Bachelor,13,Operations,Mid,1,5,20,Yes,Chennai,8,9,76,43
EMP11171,48,Male,Master,18,IT,Senior,4,4,59,No,Mumbai,12,21,,69.19
EMP11172,40,Male,Master,11,Sales,Mid,5,9,4,No,Chennai,3,20,94,54.44
EMP11173,30,Female,Diploma,9,HR,Mid,5,5,47,Yes,Delhi,1,6,55,34.69
EMP11174,50,Female,Bachelor,17,Sales,Senior,3,5,35,Yes,Hyderabad,4,3,60,46.64
EMP11175,53,Male,PhD,15,Sales,Mid,3,4,47,Yes,Delhi,12,1,78,52.39
EMP11176,25,Female,Bachelor,4,Sales,Junior,4,7,23,Yes,Hyderabad,4,3,59,29.38
EMP11177,27,Male,Master,2,Sales,Junior,4,4,39,No,Hyderabad,2,17,98,37.88
EMP11178,48,Female,Bachelor,14,Sales,Mid,3,6,49,No,Hyderabad,10,19,52,44.38
EMP11179,34,Female,Bachelor,1,Marketing,Junior,3,3,49,Yes,Mumbai,1,18,80,34.74
EMP11180,58,Male,Bachelor,19,IT,Senior,3,9,54,No,Mumbai,1,16,75,63.92
EMP11181,50,Female,Master,12,Marketing,Mid,4,1,3,No,Mumbai,1,4,57,44.46
EMP11182,60,Female,Master,26,Marketing,Lead,3,3,42,Yes,Mumbai,2,27,92,79.15
EMP11183,44,Male,Bachelor,9,Marketing,Mid,4,8,21,No,Delhi,9,9,56,39.45
EMP11184,42,Male,Master,7,Sales,Junior,3,7,13,No,Delhi,7,5,65,34.89
EMP11185,58,Female,Diploma,26,IT,Lead,3,7,47,No,Chennai,9,27,81,76.94
EMP11186,54,Female,Bachelor,19,HR,Senior,3,10,40,No,Chennai,3,25,62,129.94
EMP11187,22,Female,Master,1,IT,Junior,4,1,16,No,Chennai,1,26,87,39.51
EMP11188,52,Female,Diploma,,Operations,Mid,2,4,7,Yes,Chennai,9,23,70,40.75
EMP11189,44,Female,Bachelor,13,IT,Mid,4,0,7,No,Hyderabad,13,1,62,46.81
EMP11190,22,Female,Master,0,Marketing,Junior,1,1,28,No,Mumbai,0,13,79,18.72
EMP11191,41,Male,Bachelor,13,Sales,Mid,3,10,6,Yes,Chennai,12,29,95,52.12
EMP11192,36,Female,Diploma,2,Sales,Junior,3,3,50,No,Delhi,2,16,65,24.21
EMP11193,50,Male,Diploma,28,HR,Lead,2,2,34,No,Delhi,6,9,99,67.53
EMP11194,60,Female,Diploma,26,Sales,Lead,1,1,17,Yes,Chennai,6,2,88,60.85
EMP11195,60,Female,Bachelor,15,IT,Mid,2,6,25,No,Delhi,7,11,80,47.99
EMP11196,21,Female,PhD,,Operations,Junior,1,7,43,Yes,Chennai,0,26,73,35.55
EMP11197,53,Female,PhD,18,Sales,Senior,2,5,11,Yes,Mumbai,13,8,96,65.49
EMP11198,54,Male,Diploma,19,HR,Senior,4,6,60,Yes,Hyderabad,3,3,58,45.41
EMP11199,31,Female,PhD,7,Operations,Junior,3,2,51,Yes,Hyderabad,7,3,56,32.55
EMP11200,40,Female,Bachelor,3,Sales,Junior,4,5,28,Yes,Mumbai,3,21,90,40.12
EMP11201,41,Male,PhD,14,Operations,Mid,3,4,59,No,Delhi,2,4,83,53.38
EMP11202,49,Male,Master,11,Operations,Mid,2,8,1,Yes,Mumbai,10,5,53,40.13
EMP11203,48,Female,Diploma,15,IT,Mid,5,4,49,No,Chennai,3,18,99,48.86
EMP11204,31,Female,Bachelor,3,IT,Junior,1,1,16,Yes,Delhi,3,7,65,29.61
EMP11205,31,Male,Master,10,Marketing,Mid,5,3,58,No,Chennai,10,1,62,39.64
EMP11206,23,Male,PhD,2,Marketing,Junior,5,0,26,Yes,Hyderabad,2,14,56,76.89
EMP11207,47,Female,Bachelor,18,Sales,Senior,4,1,40,No,Delhi,13,6,56,48.69
EMP11208,27,Male,Bachelor,4,Sales,Junior,5,6,52,No,Chennai,4,2,64,30.16
EMP11209,48,Female,Master,21,HR,Senior,4,4,6,Yes,Chennai,2,13,52,52.88
EMP11210,37,Male,Bachelor,12,Sales,Mid,5,0,36,Yes,Chennai,12,21,50,41.16
EMP11211,28,Male,Bachelor,3,Operations,Junior,5,1,47,Yes,Chennai,3,18,86,35.45
EMP11212,21,Male,Master,0,Marketing,Junior,4,4,11,Yes,Hyderabad,0,11,65,30.11
EMP11213,46,Male,Master,14,Operations,Mid,1,2,11,No,Hyderabad,3,14,86,48.12
EMP11214,53,Female,Master,19,Operations,Senior,1,2,55,No,Mumbai,7,7,99,61.84
EMP11215,60,Female,Diploma,27,Marketing,Lead,1,0,26,No,Hyderabad,11,15,65,59.4
EMP11216,45,Male,Master,17,Sales,Senior,5,3,49,Yes,Delhi,11,4,51,50.59
EMP11217,55,Female,Master,22,IT,Senior,2,3,5,Yes,Hyderabad,10,12,82,65.26
EMP11218,59,Male,Bachelor,15,Sales,Mid,4,1,31,No,Chennai,15,3,81,44.83
EMP11219,57,Female,Bachelor,19,IT,Senior,3,1,8,No,Hyderabad,8,30,94,61.72
EMP11220,35,Female,Master,13,IT,Mid,5,9,20,No,Chennai,6,8,78,51.24
EMP11221,48,Female,Diploma,12,Operations,Mid,1,0,24,No,Mumbai,8,8,69,37.48
EMP11222,51,Female,Master,20,Marketing,Senior,2,0,14,No,Chennai,7,6,66,51.68
EMP11223,37,Female,Diploma,14,IT,Mid,3,1,49,No,Chennai,0,10,84,46.59
EMP11224,34,Female,PhD,0,HR,Junior,1,8,5,No,Delhi,0,13,51,27.56
EMP11225,58,Female,PhD,19,IT,Senior,3,9,45,Yes,Delhi,9,26,80,72.94
EMP11226,57,Female,Bachelor,11,Marketing,Mid,4,6,19,Yes,Chennai,11,12,68,48.95
EMP11227,45,Male,PhD,16,Operations,Senior,5,3,18,Yes,Hyderabad,10,9,93,67
EMP11228,45,Female,Master,19,Operations,Senior,5,5,47,Yes,Chennai,13,1,77,66.88
EMP11229,54,Female,Diploma,23,Marketing,Senior,2,6,50,No,Hyderabad,15,2,89,58.1
EMP11230,34,Male,Master,8,Operations,Mid,5,9,57,Yes,Chennai,8,5,74,45.08
EMP11231,26,Male,Master,1,Marketing,Junior,1,7,48,Yes,Mumbai,1,12,57,24.97
EMP11232,23,Male,Bachelor,0,HR,Junior,4,8,57,Yes,Mumbai,0,10,62,23.65
EMP11233,58,Female,PhD,21,IT,Senior,2,4,17,No,Hyderabad,12,1,100,63.25
EMP11234,21,Female,Master,0,Marketing,Junior,4,9,22,No,Mumbai,0,7,71,32.64
EMP11235,26,Male,Bachelor,3,Marketing,Junior,2,8,21,No,Hyderabad,3,16,95,31.98
EMP11236,56,Male,Bachelor,33,Operations,Manager,3,4,34,Yes,Hyderabad,15,25,71,93.13
EMP11237,43,Female,Bachelor,8,Sales,Mid,3,2,33,Yes,Hyderabad,0,11,65,37.95
EMP11238,22,Female,Master,0,IT,Junior,4,8,55,Yes,Delhi,0,18,83,36.41
EMP11239,58,Female,Bachelor,16,IT,Senior,2,2,7,No,Chennai,7,29,54,54.2
EMP11240,34,Female,Bachelor,5,Operations,Junior,5,9,42,No,Mumbai,4,18,80,44.2
EMP11241,25,Female,Bachelor,4,IT,Junior,3,2,51,No,Chennai,4,19,73,38.57
EMP11242,28,Male,Master,0,IT,Junior,4,0,15,No,Delhi,0,25,61,36.58
EMP11243,32,Male,Diploma,9,HR,Mid,5,7,19,Yes,Delhi,9,22,55,37.93
EMP11244,52,Female,Master,15,Operations,Mid,3,4,23,Yes,Delhi,8,3,75,52.88
EMP11245,38,Male,PhD,11,Sales,Mid,4,6,8,Yes,Chennai,11,11,91,55.46
EMP11246,57,Male,Diploma,18,Marketing,Senior,4,4,17,Yes,Chennai,5,27,53,48.09
EMP11247,42,Female,Master,10,Marketing,Mid,3,8,59,Yes,Mumbai,6,7,50,40.43
EMP11248,34,Male,Diploma,3,Sales,Junior,4,8,45,No,Mumbai,0,14,53,29.82
EMP11249,46,Male,Master,8,Marketing,Mid,4,1,17,Yes,Delhi,8,17,95,42.79
EMP11250,,Male,Master,6,Sales,Junior,5,6,31,Yes,Mumbai,6,22,58,42.61
EMP11251,56,Male,Master,19,Operations,Senior,2,8,46,No,Delhi,11,5,65,53.2
EMP11252,57,Male,Bachelor,17,Sales,Senior,2,7,37,No,Delhi,10,17,60,50.68
EMP11253,34,Male,Diploma,10,Marketing,Mid,5,10,28,No,Chennai,2,10,88,46.48
EMP11254,28,Female,Bachelor,2,HR,Junior,3,2,19,No,Delhi,2,27,65,25.59
EMP11255,55,Female,Master,21,HR,Senior,2,1,11,No,Chennai,9,21,86,55.83
EMP11256,37,Female,Diploma,7,Operations,Junior,3,3,40,No,Chennai,7,7,90,37.58
EMP11257,45,Female,Bachelor,17,Operations,Senior,3,7,7,Yes,Mumbai,10,29,75,60.42
EMP11258,57,Male,Bachelor,16,Operations,Senior,1,3,17,No,Delhi,0,21,68,51.83
EMP11259,24,Female,Master,3,Marketing,Junior,5,4,0,No,Mumbai,2,14,94,39.17
EMP11260,31,Female,Master,10,IT,Mid,4,6,44,Yes,Chennai,4,5,73,50.63
EMP11261,35,Male,Diploma,14,Sales,Mid,1,9,48,Yes,Chennai,2,23,67,42.37
EMP11262,,Male,Bachelor,6,Sales,Junior,4,2,52,No,Delhi,5,13,69,38.19
EMP11263,25,Female,Bachelor,4,Sales,Junior,5,4,8,Yes,Mumbai,4,7,71,32.85
EMP11264,36,Female,PhD,7,IT,Junior,3,9,26,No,Mumbai,7,30,94,55.32
EMP11265,22,Female,Master,0,HR,Junior,2,2,27,No,Hyderabad,0,24,69,28.32
EMP11266,33,Male,Bachelor,11,Marketing,Mid,2,9,36,No,Delhi,0,19,52,32.63
EMP11267,40,Female,Bachelor,17,IT,Senior,3,2,28,No,Mumbai,15,8,97,62.92
EMP11268,28,Male,Master,2,Marketing,Junior,4,9,31,No,Hyderabad,2,24,95,42.18
EMP11269,35,Female,Master,8,Sales,Mid,5,3,19,No,Mumbai,7,22,86,53.59
EMP11270,58,Male,Bachelor,26,HR,Lead,2,5,11,Yes,Delhi,15,18,94,66.4
EMP11271,36,Male,Bachelor,11,HR,Mid,1,7,14,No,Hyderabad,8,11,65,35.83
EMP11272,32,Male,Master,6,Operations,Junior,2,4,48,No,Mumbai,6,30,66,37.32
EMP11273,50,Female,Diploma,24,Marketing,Lead,2,0,15,Yes,Mumbai,7,12,52,62.92
EMP11274,29,Male,Bachelor,1,Sales,Junior,3,1,52,No,Chennai,0,16,95,27.15
EMP11275,58,Male,Diploma,20,Sales,Senior,3,10,44,No,Chennai,1,9,59,53.45
EMP11276,26,Male,Bachelor,3,HR,Junior,5,9,10,Yes,Chennai,3,27,73,39.01
EMP11277,25,Female,Diploma,4,Sales,Junior,5,1,54,Yes,Hyderabad,4,27,96,41.11
EMP11278,37,Female,Diploma,10,Sales,Mid,1,9,45,No,Chennai,10,4,71,30.48
EMP11279,46,Male,Bachelor,14,Marketing,Mid,4,3,11,Yes,Chennai,4,9,76,46.88
EMP11280,25,Male,Bachelor,2,IT,Junior,5,10,23,No,Chennai,2,8,70,36.91
EMP11281,41,Female,Master,10,Sales,Mid,1,4,9,No,Chennai,1,11,88,39.01
EMP11282,25,Male,Diploma,1,Operations,Junior,3,3,43,Yes,Delhi,1,23,77,31.38
EMP11283,26,Male,Master,0,Marketing,Junior,3,6,46,Yes,Mumbai,0,28,53,31.14
EMP11284,46,Male,Bachelor,11,Operations,Mid,1,6,60,No,Hyderabad,7,18,83,46.61
EMP11285,43,Female,Bachelor,12,Marketing,Mid,4,9,2,Yes,Chennai,11,21,52,46.86
EMP11286,54,Male,PhD,25,Operations,Lead,1,0,30,Yes,Hyderabad,4,23,81,76.51
EMP11287,33,Female,Master,3,IT,Junior,4,3,22,Yes,Delhi,3,10,51,27.99
EMP11288,59,Female,Bachelor,16,Sales,Senior,4,8,48,Yes,Chennai,11,4,91,51.13
EMP11289,26,Female,Bachelor,5,Operations,Junior,3,6,30,No,Chennai,5,19,52,31.75
EMP11290,56,Female,Bachelor,22,IT,Senior,3,7,57,No,Hyderabad,3,3,77,53.89
EMP11291,34,Female,Bachelor,3,HR,Junior,3,3,59,Yes,Delhi,2,17,53,29.11
EMP11292,54,Female,Master,20,Marketing,Senior,3,6,21,Yes,Delhi,6,8,99,61.31
EMP11293,27,Male,PhD,5,IT,Junior,4,7,44,No,Hyderabad,5,4,87,51.36
EMP11294,30,Male,Diploma,4,Sales,Junior,1,1,9,No,Hyderabad,4,22,53,24.96
EMP11295,24,Male,Master,2,Operations,Junior,3,4,37,Yes,Chennai,1,17,97,44.63
EMP11296,50,Female,Bachelor,9,HR,Mid,2,8,32,Yes,Mumbai,9,5,69,38.9
EMP11297,39,Male,Bachelor,10,Sales,Mid,2,8,14,Yes,Hyderabad,1,1,51,36.95
EMP11298,35,Female,Bachelor,5,Sales,Junior,1,7,44,No,Chennai,5,4,78,28.45
EMP11299,60,Female,Bachelor,26,Sales,Lead,4,3,22,Yes,Chennai,3,17,88,82.24
EMP11300,46,Male,Bachelor,18,Sales,Senior,1,0,10,Yes,Hyderabad,4,8,52,43.56
EMP11301,50,Female,Master,15,IT,Mid,4,1,11,No,Delhi,11,3,92,51.84
EMP11302,31,Female,Bachelor,0,Operations,Junior,5,0,21,Yes,Mumbai,0,14,75,31.56
EMP11303,29,Female,Master,7,IT,Junior,4,8,35,No,Mumbai,7,25,67,41.93
EMP11304,41,Female,Bachelor,16,HR,Senior,2,7,25,Yes,Mumbai,10,27,85,57.11
EMP11305,37,Male,Bachelor,6,Marketing,Junior,5,2,16,Yes,Chennai,6,7,96,35.88
EMP11306,44,Male,Master,20,Marketing,Senior,1,3,60,No,Delhi,2,27,57,57.55
EMP11307,28,Male,Bachelor,4,Marketing,Junior,5,3,42,Yes,Delhi,4,1,74,30.59
EMP11308,58,Male,Diploma,22,Marketing,Senior,5,2,46,No,Mumbai,10,28,74,60.06
EMP11309,,Male,Master,0,IT,Junior,2,4,5,Yes,Hyderabad,0,3,62,35.23
EMP11310,42,Female,Diploma,13,IT,Mid,1,3,10,No,Hyderabad,10,21,57,42.04
EMP11311,53,Female,Master,18,Sales,Senior,3,6,0,No,Mumbai,8,26,53,56.44
EMP11312,33,Female,Bachelor,6,HR,Junior,1,4,51,Yes,Chennai,6,25,74,25.4
EMP11313,51,Female,Bachelor,27,HR,Lead,5,4,50,No,Hyderabad,1,15,96,71.7
EMP11314,58,Male,Master,18,HR,Senior,5,8,28,No,Hyderabad,0,20,64,58.38
EMP11315,46,Male,Bachelor,20,Marketing,Senior,3,1,0,No,Mumbai,12,1,64,51.64
EMP11316,56,Male,Bachelor,16,Operations,Senior,1,5,31,No,Hyderabad,12,8,55,51.01
EMP11317,27,Female,Bachelor,6,Sales,Junior,2,5,14,No,Hyderabad,6,2,74,32.02
EMP11318,46,Female,Master,17,Operations,Senior,4,9,19,Yes,Chennai,12,25,90,71.68
EMP11319,36,Female,Bachelor,15,IT,Mid,4,1,1,No,Chennai,1,30,79,50.59
EMP11320,35,Male,PhD,14,IT,Mid,4,5,36,No,Delhi,9,20,62,58.55
EMP11321,25,Male,Bachelor,4,IT,Junior,4,1,36,Yes,Delhi,4,27,53,30.17
EMP11322,39,Male,Bachelor,10,Operations,Mid,1,5,21,No,Chennai,10,15,67,35.61
EMP11323,42,Male,PhD,15,HR,Mid,3,2,14,No,Mumbai,3,16,99,59.86
EMP11324,24,Female,Diploma,0,HR,Junior,3,9,44,No,Delhi,0,13,90,28.23
EMP11325,60,Female,Bachelor,27,Operations,Lead,4,10,53,No,Chennai,14,8,56,69.74
EMP11326,30,Female,PhD,8,Marketing,Mid,3,8,31,No,Mumbai,4,30,62,51.45
EMP11327,30,Male,Bachelor,6,IT,Junior,4,10,51,Yes,Hyderabad,6,18,79,41.04
EMP11328,28,Female,Bachelor,0,Sales,Junior,4,9,24,Yes,Chennai,0,30,52,27.14
EMP11329,41,Male,Bachelor,14,Sales,Mid,4,9,8,Yes,Chennai,3,29,95,53.41
EMP11330,58,Female,Bachelor,21,HR,Senior,5,9,12,No,Delhi,11,25,66,59.73
EMP11331,39,Male,Bachelor,9,HR,Mid,3,5,31,No,Delhi,0,28,64,43.44
EMP11332,46,Male,Bachelor,13,Operations,Mid,4,9,9,Yes,Chennai,11,11,58,40.28
EMP11333,21,Male,Bachelor,0,Sales,Junior,1,10,5,No,Delhi,0,22,99,32.14
EMP11334,58,Male,Bachelor,22,IT,Senior,4,3,35,Yes,Delhi,8,26,66,68.62
EMP11335,56,Female,PhD,20,Operations,Senior,5,2,41,Yes,Chennai,6,17,69,67.72
EMP11336,33,Male,Master,2,Marketing,Junior,2,1,3,Yes,Chennai,2,22,66,28.74
EMP11337,44,Male,Diploma,16,IT,Senior,3,6,4,No,Mumbai,4,5,54,46.13
EMP11338,54,Male,PhD,20,HR,Senior,4,4,7,Yes,Chennai,15,13,54,60.2
EMP11339,28,Female,Diploma,4,Operations,Junior,4,9,15,Yes,Chennai,4,17,62,35.11
EMP11340,,Male,Master,17,HR,Senior,3,0,53,Yes,Hyderabad,7,5,64,54.83
EMP11341,55,Male,Bachelor,16,Operations,Senior,2,10,51,Yes,Chennai,12,26,79,56.86
EMP11342,59,Female,Bachelor,23,Operations,Senior,5,9,20,No,Hyderabad,5,30,61,62.84
EMP11343,54,Female,Master,23,IT,Senior,3,3,51,Yes,Hyderabad,13,25,95,77.32
EMP11344,35,Male,Bachelor,8,Marketing,Mid,2,0,27,No,Delhi,8,1,88,37.12
EMP11345,41,Female,Master,12,HR,Mid,3,9,43,No,Chennai,1,25,90,47.36
EMP11346,24,Male,Master,0,Sales,Junior,2,5,36,No,Mumbai,0,23,59,28.83
EMP11347,28,Male,Bachelor,0,HR,Junior,4,2,56,No,Hyderabad,0,13,96,35.71
EMP11348,21,Female,Master,0,HR,Junior,2,9,20,No,Mumbai,0,22,89,33.41
EMP11349,43,Male,Bachelor,16,Marketing,Senior,4,9,20,No,Delhi,11,3,86,51.23
EMP11350,51,Female,Bachelor,14,Sales,Mid,2,6,59,No,Chennai,14,1,63,39.25
EMP11351,27,Male,Bachelor,6,IT,Junior,1,2,23,Yes,Hyderabad,6,24,60,34.81
EMP11352,36,Female,Diploma,,Operations,Mid,1,8,44,Yes,Chennai,4,19,60,36.03
EMP11353,31,Male,Bachelor,7,Marketing,Junior,1,0,56,Yes,Chennai,7,22,95,34.05
EMP11354,39,Male,Bachelor,6,Operations,Junior,5,5,9,No,Delhi,5,1,80,36.74
EMP11355,29,Male,Master,0,Marketing,Junior,5,7,16,Yes,Chennai,0,14,93,36.59
EMP11356,31,Male,Bachelor,4,Sales,Junior,5,5,22,Yes,Delhi,4,3,93,43.77
EMP11357,60,Male,Bachelor,23,HR,Senior,3,8,49,Yes,Delhi,8,23,58,53.69
EMP11358,47,Male,Bachelor,15,Operations,Mid,1,7,8,Yes,Delhi,4,8,70,44.76
EMP11359,33,Female,PhD,12,Operations,Mid,3,10,9,Yes,Chennai,8,7,79,50.78
EMP11360,30,Female,Bachelor,0,Marketing,Junior,5,0,55,No,Chennai,0,28,76,33.95
EMP11361,51,Female,Bachelor,12,Sales,Mid,3,0,15,Yes,Delhi,6,28,50,40.09
EMP11362,48,Female,Bachelor,15,Sales,Mid,4,4,37,Yes,Delhi,14,1,51,41.34
EMP11363,27,Male,Master,6,Operations,Junior,4,6,19,Yes,Hyderabad,4,19,76,39.35
EMP11364,43,Female,Master,12,Marketing,Mid,1,5,52,Yes,Mumbai,0,21,89,47.31
EMP11365,31,Male,Master,6,Operations,Junior,3,5,10,Yes,Hyderabad,6,23,60,38.29
EMP11366,56,Male,Bachelor,22,Sales,Senior,2,7,41,Yes,Hyderabad,14,21,69,60.98
EMP11367,46,Male,PhD,16,IT,Senior,2,5,47,Yes,Hyderabad,6,20,73,65.21
EMP11368,41,Female,Bachelor,5,Operations,Junior,3,8,43,Yes,Chennai,5,27,61,35.1
EMP11369,26,Female,Diploma,4,Sales,Junior,4,4,34,Yes,Chennai,0,8,51,28.24
EMP11370,55,Male,Master,17,HR,Senior,4,1,51,No,Hyderabad,9,27,58,53.72
EMP11371,39,Female,Master,8,Marketing,Mid,3,9,56,No,Chennai,5,2,70,40.91
EMP11372,59,Male,Bachelor,26,Sales,Lead,1,1,43,No,Chennai,6,26,78,66.88
EMP11373,30,Male,Master,9,Sales,Mid,4,4,20,No,Delhi,3,3,74,43.37
EMP11374,27,Male,Bachelor,3,Operations,Junior,3,10,59,No,Delhi,3,6,57,29.32
EMP11375,53,Male,Bachelor,22,Operations,Senior,2,4,29,Yes,Delhi,13,22,97,63.93
EMP11376,52,Male,Master,27,Operations,Lead,3,6,57,No,Mumbai,3,24,57,73.39
EMP11377,42,Female,Master,14,Operations,Mid,4,0,58,No,Mumbai,7,7,83,48.86
EMP11378,56,Female,PhD,17,Operations,Senior,5,8,25,No,Chennai,3,18,99,70.62
EMP11379,24,Female,Master,2,Operations,Junior,5,0,41,No,Hyderabad,0,16,65,44
EMP11380,37,Male,Master,8,HR,Mid,3,4,7,No,Hyderabad,1,15,75,37.76
EMP11381,35,Female,Bachelor,9,Sales,Mid,3,7,53,Yes,Hyderabad,9,19,56,33.68
EMP11382,53,Male,Master,18,Operations,Senior,2,9,33,No,Hyderabad,10,21,90,62.65
EMP11383,41,Female,Bachelor,15,Operations,Mid,4,8,48,Yes,Chennai,7,30,93,57.77
EMP11384,40,Male,Bachelor,9,Marketing,Mid,2,4,43,Yes,Chennai,1,16,94,40.15
EMP11385,45,Male,Master,11,IT,Mid,1,10,40,No,Mumbai,6,11,92,47.02
EMP11386,31,Male,Diploma,7,Marketing,Junior,2,3,12,No,Mumbai,7,10,50,22.88
EMP11387,42,Female,Bachelor,10,HR,Mid,1,2,14,No,Mumbai,2,25,58,33.81
EMP11388,42,Male,Bachelor,14,HR,Mid,1,4,39,Yes,Hyderabad,14,5,66,42.6
EMP11389,25,Male,Master,0,Sales,Junior,3,6,50,No,Hyderabad,0,29,52,26.34
EMP11390,23,Female,Bachelor,0,Marketing,Junior,2,0,2,No,Hyderabad,0,4,80,23.85
EMP11391,44,Male,PhD,14,IT,Mid,5,4,51,Yes,Delhi,14,26,75,60.41
EMP11392,30,Female,Bachelor,4,Marketing,Junior,4,10,46,Yes,Mumbai,0,27,76,39.5
EMP11393,30,Female,Bachelor,9,Operations,Mid,5,10,15,No,Mumbai,0,12,74,41.23
EMP11394,37,Male,Bachelor,8,Marketing,Mid,3,5,20,Yes,Hyderabad,8,19,71,40.29
EMP11395,52,Male,Bachelor,14,HR,Mid,4,7,49,No,Chennai,9,30,100,56.89
EMP11396,33,Male,Bachelor,4,HR,Junior,5,9,3,Yes,Chennai,4,22,76,35.48
EMP11397,30,Male,Bachelor,7,Marketing,Junior,4,9,1,No,Hyderabad,5,22,61,34.78
EMP11398,46,Female,Bachelor,7,IT,Junior,1,7,49,No,Delhi,1,14,91,37.06
EMP11399,24,Male,Master,3,Operations,Junior,2,9,54,No,Mumbai,3,9,69,33.54
EMP11400,45,Male,Master,11,IT,Mid,2,1,35,Yes,Chennai,6,22,65,48.13
EMP11401,60,Female,Bachelor,22,HR,Senior,2,1,0,No,Delhi,10,8,51,47.82
EMP11402,56,Female,Master,,HR,Senior,2,2,32,No,Delhi,7,21,79,60.86
EMP11403,60,Male,Bachelor,32,HR,Manager,5,5,31,Yes,Mumbai,14,26,60,90.48
EMP11404,54,Male,Diploma,24,Sales,Lead,1,1,10,No,Chennai,13,19,85,62.43
EMP11405,58,Male,PhD,18,Marketing,Senior,3,2,47,Yes,Chennai,8,16,76,61.09
EMP11406,37,Male,Bachelor,10,HR,Mid,4,2,44,No,Chennai,8,30,71,39.01
EMP11407,51,Male,PhD,17,Operations,Senior,4,8,57,No,Chennai,8,1,78,63.8
EMP11408,50,Female,Diploma,18,HR,Senior,4,0,27,No,Mumbai,2,5,89,54.06
EMP11409,24,Male,Master,2,Marketing,Junior,5,2,32,No,Delhi,2,29,75,36.43
EMP11410,21,Female,Bachelor,0,Marketing,Junior,3,3,55,No,Delhi,0,3,91,24.05
EMP11411,25,Female,Master,4,HR,Junior,4,6,19,No,Mumbai,4,28,86,40.94
EMP11412,32,Female,Bachelor,5,Marketing,Junior,3,2,35,Yes,Delhi,5,8,73,27.36
EMP11413,26,Female,Bachelor,5,IT,Junior,5,8,43,No,Delhi,5,18,51,34.43
EMP11414,46,Female,Master,13,IT,Mid,4,1,23,No,Hyderabad,5,2,80,50.65
EMP11415,35,Female,Master,10,HR,Mid,2,6,35,No,Chennai,10,24,78,46.17
EMP11416,24,Male,Bachelor,3,Marketing,Junior,3,1,5,Yes,Delhi,1,30,86,35.92
EMP11417,44,Female,Master,9,Operations,Mid,1,2,0,No,Mumbai,9,2,59,36.68
EMP11418,35,Male,Master,9,Marketing,Mid,5,2,2,No,Chennai,2,1,93,50.55
EMP11419,50,Female,Master,11,Sales,Mid,3,10,14,Yes,Hyderabad,11,11,88,52.41
EMP11420,60,Male,Bachelor,24,IT,Lead,3,10,41,No,Mumbai,5,2,68,73.21
EMP11421,23,Male,Diploma,0,Marketing,Junior,3,1,57,No,Chennai,0,8,79,20.72
EMP11422,28,Male,PhD,7,Marketing,Junior,4,0,53,No,Delhi,7,11,81,44.61
EMP11423,54,Male,Bachelor,23,Operations,Senior,3,9,46,Yes,Delhi,12,17,82,63.56
EMP11424,42,Female,Bachelor,10,Sales,Mid,5,6,10,No,Delhi,9,24,52,39.22
EMP11425,57,Male,Bachelor,24,Marketing,Lead,5,6,13,Yes,Delhi,5,9,73,70.92
EMP11426,26,Female,Master,0,Operations,Junior,1,8,23,No,Mumbai,0,18,66,29.78
EMP11427,25,Male,Bachelor,0,Marketing,Junior,2,5,52,Yes,Hyderabad,0,4,82,21.15
EMP11428,55,Female,Bachelor,17,Sales,Senior,1,0,56,No,Mumbai,4,5,92,48.2
EMP11429,42,Female,Diploma,10,Operations,Mid,3,8,52,Yes,Mumbai,5,27,86,44.98
EMP11430,39,Female,Bachelor,4,HR,Junior,4,10,16,Yes,Chennai,4,15,,38.02
EMP11431,51,Male,Bachelor,23,IT,Senior,5,4,43,No,Mumbai,15,26,61,64.41
